"","ensembl_gene_id","chromosome_name","start_position","end_position","strand","gene_biotype","external_gene_name","description"
"ENSG00000158113","ENSG00000158113","12",122167738,122203471,1,"protein_coding","LRRC43","leucine rich repeat containing 43 [Source:HGNC Symbol;Acc:HGNC:28562]"
"ENSG00000158122","ENSG00000158122","9",96639577,96655337,-1,"protein_coding","PRXL2C","peroxiredoxin like 2C [Source:HGNC Symbol;Acc:HGNC:16881]"
"ENSG00000158125","ENSG00000158125","2",31334320,31414756,-1,"protein_coding","XDH","xanthine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12805]"
"ENSG00000158156","ENSG00000158156","1",27959588,27968094,1,"protein_coding","XKR8","XK related 8 [Source:HGNC Symbol;Acc:HGNC:25508]"
"ENSG00000158158","ENSG00000158158","2",96760858,96811888,1,"protein_coding","CNNM4","cyclin and CBS domain divalent metal cation transport mediator 4 [Source:HGNC Symbol;Acc:HGNC:105]"
"ENSG00000158161","ENSG00000158161","1",27970344,28088731,-1,"protein_coding","EYA3","EYA transcriptional coactivator and phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:3521]"
"ENSG00000158163","ENSG00000158163","3",138029828,138115857,-1,"protein_coding","DZIP1L","DAZ interacting zinc finger protein 1 like [Source:HGNC Symbol;Acc:HGNC:26551]"
"ENSG00000158164","ENSG00000158164","X",102513670,102516795,-1,"protein_coding","TMSB15A","thymosin beta 15A [Source:HGNC Symbol;Acc:HGNC:30744]"
"ENSG00000158169","ENSG00000158169","9",95099054,95426796,-1,"protein_coding","FANCC","FA complementation group C [Source:HGNC Symbol;Acc:HGNC:3584]"
"ENSG00000158186","ENSG00000158186","3",138347648,138405535,1,"protein_coding","MRAS","muscle RAS oncogene homolog [Source:HGNC Symbol;Acc:HGNC:7227]"
"ENSG00000158195","ENSG00000158195","1",27404226,27490308,-1,"protein_coding","WASF2","WASP family member 2 [Source:HGNC Symbol;Acc:HGNC:12733]"
"ENSG00000158201","ENSG00000158201","18",21650895,21704878,-1,"protein_coding","ABHD3","abhydrolase domain containing 3, phospholipase [Source:HGNC Symbol;Acc:HGNC:18718]"
"ENSG00000158220","ENSG00000158220","3",138434570,138481686,1,"protein_coding","ESYT3","extended synaptotagmin 3 [Source:HGNC Symbol;Acc:HGNC:24295]"
"ENSG00000158234","ENSG00000158234","3",138608550,138633643,1,"protein_coding","FAIM","Fas apoptotic inhibitory molecule [Source:HGNC Symbol;Acc:HGNC:18703]"
"ENSG00000158246","ENSG00000158246","1",27000133,27012884,-1,"protein_coding","TENT5B","terminal nucleotidyltransferase 5B [Source:HGNC Symbol;Acc:HGNC:28273]"
"ENSG00000158258","ENSG00000158258","3",139935185,140577397,1,"protein_coding","CLSTN2","calsyntenin 2 [Source:HGNC Symbol;Acc:HGNC:17448]"
"ENSG00000158270","ENSG00000158270","18",316737,500748,-1,"protein_coding","COLEC12","collectin subfamily member 12 [Source:HGNC Symbol;Acc:HGNC:16016]"
"ENSG00000158286","ENSG00000158286","1",6205392,6224634,1,"protein_coding","RNF207","ring finger protein 207 [Source:HGNC Symbol;Acc:HGNC:32947]"
"ENSG00000158290","ENSG00000158290","X",120505920,120604074,-1,"protein_coding","CUL4B","cullin 4B [Source:HGNC Symbol;Acc:HGNC:2555]"
"ENSG00000158292","ENSG00000158292","1",6247347,6261104,-1,"protein_coding","GPR153","G protein-coupled receptor 153 [Source:HGNC Symbol;Acc:HGNC:23618]"
"ENSG00000158296","ENSG00000158296","20",46557823,46684467,-1,"protein_coding","SLC13A3","solute carrier family 13 member 3 [Source:HGNC Symbol;Acc:HGNC:14430]"
"ENSG00000158301","ENSG00000158301","X",102712056,102718761,1,"protein_coding","GPRASP2","G protein-coupled receptor associated sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:25169]"
"ENSG00000158315","ENSG00000158315","1",38885806,38941845,-1,"protein_coding","RHBDL2","rhomboid like 2 [Source:HGNC Symbol;Acc:HGNC:16083]"
"ENSG00000158321","ENSG00000158321","7",69598296,70793506,1,"protein_coding","AUTS2","activator of transcription and developmental regulator AUTS2 [Source:HGNC Symbol;Acc:HGNC:14262]"
"ENSG00000158352","ENSG00000158352","X",50586796,50814316,-1,"protein_coding","SHROOM4","shroom family member 4 [Source:HGNC Symbol;Acc:HGNC:29215]"
"ENSG00000158373","ENSG00000158373","6",26158122,26171349,1,"protein_coding","H2BC5","H2B clustered histone 5 [Source:HGNC Symbol;Acc:HGNC:4747]"
"ENSG00000158402","ENSG00000158402","5",138285251,138338355,-1,"protein_coding","CDC25C","cell division cycle 25C [Source:HGNC Symbol;Acc:HGNC:1727]"
"ENSG00000158406","ENSG00000158406","6",26277609,26285638,-1,"protein_coding","H4C8","H4 clustered histone 8 [Source:HGNC Symbol;Acc:HGNC:4788]"
"ENSG00000158411","ENSG00000158411","2",99161427,99181352,-1,"protein_coding","MITD1","microtubule interacting and trafficking domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25207]"
"ENSG00000158417","ENSG00000158417","2",99337361,99401326,1,"protein_coding","EIF5B","eukaryotic translation initiation factor 5B [Source:HGNC Symbol;Acc:HGNC:30793]"
"ENSG00000158423","ENSG00000158423","X",53421951,53431624,1,"protein_coding","RIBC1","RIB43A domain with coiled-coils 1 [Source:HGNC Symbol;Acc:HGNC:26537]"
"ENSG00000158427","ENSG00000158427","X",103918815,103966712,1,"protein_coding","TMSB15B","thymosin beta 15B [Source:HGNC Symbol;Acc:HGNC:28612]"
"ENSG00000158428","ENSG00000158428","2",218356838,218369962,1,"protein_coding","CATIP","ciliogenesis associated TTC17 interacting protein [Source:HGNC Symbol;Acc:HGNC:25062]"
"ENSG00000158435","ENSG00000158435","2",101252806,101270316,1,"protein_coding","CNOT11","CCR4-NOT transcription complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:25217]"
"ENSG00000158445","ENSG00000158445","20",49293394,49484570,-1,"protein_coding","KCNB1","potassium voltage-gated channel subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:6231]"
"ENSG00000158457","ENSG00000158457","7",129144690,129177456,1,"protein_coding","TSPAN33","tetraspanin 33 [Source:HGNC Symbol;Acc:HGNC:28743]"
"ENSG00000158458","ENSG00000158458","5",139846779,140043328,-1,"protein_coding","NRG2","neuregulin 2 [Source:HGNC Symbol;Acc:HGNC:7998]"
"ENSG00000158467","ENSG00000158467","7",129225020,129431841,1,"protein_coding","AHCYL2","adenosylhomocysteinase like 2 [Source:HGNC Symbol;Acc:HGNC:22204]"
"ENSG00000158470","ENSG00000158470","20",49632945,49713949,-1,"protein_coding","B4GALT5","beta-1,4-galactosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:928]"
"ENSG00000158473","ENSG00000158473","1",158178012,158186427,1,"protein_coding","CD1D","CD1d molecule [Source:HGNC Symbol;Acc:HGNC:1637]"
"ENSG00000158477","ENSG00000158477","1",158254415,158258269,1,"protein_coding","CD1A","CD1a molecule [Source:HGNC Symbol;Acc:HGNC:1634]"
"ENSG00000158480","ENSG00000158480","20",49903391,49915759,-1,"protein_coding","SPATA2","spermatogenesis associated 2 [Source:HGNC Symbol;Acc:HGNC:14681]"
"ENSG00000158481","ENSG00000158481","1",158289769,158294774,1,"protein_coding","CD1C","CD1c molecule [Source:HGNC Symbol;Acc:HGNC:1636]"
"ENSG00000158482","ENSG00000158482","16",21376648,21386064,1,"transcribed_unprocessed_pseudogene","SNX29P1","sorting nexin 29 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31913]"
"ENSG00000158483","ENSG00000158483","11",71787537,71799660,1,"transcribed_unprocessed_pseudogene","FAM86C1P","family with sequence similarity 86 member C1, pseudogene [Source:HGNC Symbol;Acc:HGNC:25561]"
"ENSG00000158485","ENSG00000158485","1",158327951,158331538,-1,"protein_coding","CD1B","CD1b molecule [Source:HGNC Symbol;Acc:HGNC:1635]"
"ENSG00000158486","ENSG00000158486","16",20932482,21159441,-1,"protein_coding","DNAH3","dynein axonemal heavy chain 3 [Source:HGNC Symbol;Acc:HGNC:2949]"
"ENSG00000158488","ENSG00000158488","1",158353696,158357553,1,"protein_coding","CD1E","CD1e molecule [Source:HGNC Symbol;Acc:HGNC:1638]"
"ENSG00000158497","ENSG00000158497","5",143812147,143820716,1,"protein_coding","HMHB1","histocompatibility minor HB-1 [Source:HGNC Symbol;Acc:HGNC:29677]"
"ENSG00000158516","ENSG00000158516","7",130266821,130289798,1,"protein_coding","CPA2","carboxypeptidase A2 [Source:HGNC Symbol;Acc:HGNC:2297]"
"ENSG00000158517","ENSG00000158517","7",74773975,74790135,1,"protein_coding","NCF1","neutrophil cytosolic factor 1 [Source:HGNC Symbol;Acc:HGNC:7660]"
"ENSG00000158525","ENSG00000158525","7",130344816,130368730,1,"protein_coding","CPA5","carboxypeptidase A5 [Source:HGNC Symbol;Acc:HGNC:15722]"
"ENSG00000158526","ENSG00000158526","X",54440402,54448640,1,"protein_coding","TSR2","TSR2 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:25455]"
"ENSG00000158528","ENSG00000158528","7",94907202,95296415,1,"protein_coding","PPP1R9A","protein phosphatase 1 regulatory subunit 9A [Source:HGNC Symbol;Acc:HGNC:14946]"
"ENSG00000158545","ENSG00000158545","16",88570388,88631966,1,"protein_coding","ZC3H18","zinc finger CCCH-type containing 18 [Source:HGNC Symbol;Acc:HGNC:25091]"
"ENSG00000158552","ENSG00000158552","2",219195237,219209651,1,"protein_coding","ZFAND2B","zinc finger AN1-type containing 2B [Source:HGNC Symbol;Acc:HGNC:25206]"
"ENSG00000158553","ENSG00000158553","6",27285903,27312273,-1,"protein_coding","POM121L2","POM121 transmembrane nucleoporin like 2 [Source:HGNC Symbol;Acc:HGNC:13973]"
"ENSG00000158555","ENSG00000158555","11",75434638,75525985,-1,"protein_coding","GDPD5","glycerophosphodiester phosphodiesterase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28804]"
"ENSG00000158560","ENSG00000158560","7",95772459,96110915,1,"protein_coding","DYNC1I1","dynein cytoplasmic 1 intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2963]"
"ENSG00000158571","ENSG00000158571","X",54931434,54994789,-1,"protein_coding","PFKFB1","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:8872]"
"ENSG00000158578","ENSG00000158578","X",55009055,55030986,-1,"protein_coding","ALAS2","5'-aminolevulinate synthase 2 [Source:HGNC Symbol;Acc:HGNC:397]"
"ENSG00000158604","ENSG00000158604","7",44576392,44582309,-1,"protein_coding","TMED4","transmembrane p24 trafficking protein 4 [Source:HGNC Symbol;Acc:HGNC:22301]"
"ENSG00000158615","ENSG00000158615","1",204396492,204411887,-1,"protein_coding","PPP1R15B","protein phosphatase 1 regulatory subunit 15B [Source:HGNC Symbol;Acc:HGNC:14951]"
"ENSG00000158623","ENSG00000158623","7",130505553,130668755,-1,"protein_coding","COPG2","coat protein complex I subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:2237]"
"ENSG00000158636","ENSG00000158636","11",76444887,76553625,1,"protein_coding","EMSY","EMSY transcriptional repressor, BRCA2 interacting [Source:HGNC Symbol;Acc:HGNC:18071]"
"ENSG00000158639","ENSG00000158639","X",55211094,55224116,1,"protein_coding","PAGE5","PAGE family member 5 [Source:HGNC Symbol;Acc:HGNC:29992]"
"ENSG00000158669","ENSG00000158669","8",41577187,41625001,1,"protein_coding","GPAT4","glycerol-3-phosphate acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20880]"
"ENSG00000158683","ENSG00000158683","7",47740202,47948518,-1,"protein_coding","PKD1L1","polycystin 1 like 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:18053]"
"ENSG00000158691","ENSG00000158691","6",28378821,28399808,-1,"protein_coding","ZSCAN12","zinc finger and SCAN domain containing 12 [Source:HGNC Symbol;Acc:HGNC:13172]"
"ENSG00000158710","ENSG00000158710","1",159918106,159925546,-1,"protein_coding","TAGLN2","transgelin 2 [Source:HGNC Symbol;Acc:HGNC:11554]"
"ENSG00000158711","ENSG00000158711","1",205597374,205634520,-1,"protein_coding","ELK4","ETS transcription factor ELK4 [Source:HGNC Symbol;Acc:HGNC:3326]"
"ENSG00000158714","ENSG00000158714","1",159826682,159837492,1,"protein_coding","SLAMF8","SLAM family member 8 [Source:HGNC Symbol;Acc:HGNC:21391]"
"ENSG00000158715","ENSG00000158715","1",205657851,205680990,-1,"protein_coding","SLC45A3","solute carrier family 45 member 3 [Source:HGNC Symbol;Acc:HGNC:8642]"
"ENSG00000158716","ENSG00000158716","1",159780931,159782543,1,"protein_coding","DUSP23","dual specificity phosphatase 23 [Source:HGNC Symbol;Acc:HGNC:21480]"
"ENSG00000158717","ENSG00000158717","16",88696494,88706424,-1,"protein_coding","RNF166","ring finger protein 166 [Source:HGNC Symbol;Acc:HGNC:28856]"
"ENSG00000158731","ENSG00000158731","1",159598298,159599227,1,"unprocessed_pseudogene","OR10J6P","olfactory receptor family 10 subfamily J member 6 pseudogene [Source:HGNC Symbol;Acc:HGNC:14994]"
"ENSG00000158747","ENSG00000158747","1",19596979,19659413,1,"protein_coding","NBL1","NBL1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:7650]"
"ENSG00000158748","ENSG00000158748","1",19664837,19680966,1,"protein_coding","HTR6","5-hydroxytryptamine receptor 6 [Source:HGNC Symbol;Acc:HGNC:5301]"
"ENSG00000158764","ENSG00000158764","1",160944266,160954889,-1,"protein_coding","ITLN2","intelectin 2 [Source:HGNC Symbol;Acc:HGNC:20599]"
"ENSG00000158769","ENSG00000158769","1",160985714,161023123,-1,"protein_coding","F11R","F11 receptor [Source:HGNC Symbol;Acc:HGNC:14685]"
"ENSG00000158773","ENSG00000158773","1",161039249,161045982,-1,"protein_coding","USF1","upstream transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12593]"
"ENSG00000158786","ENSG00000158786","1",20139322,20150381,1,"protein_coding","PLA2G2F","phospholipase A2 group IIF [Source:HGNC Symbol;Acc:HGNC:30040]"
"ENSG00000158792","ENSG00000158792","16",89696357,89701733,-1,"protein_coding","SPATA2L","spermatogenesis associated 2 like [Source:HGNC Symbol;Acc:HGNC:28393]"
"ENSG00000158793","ENSG00000158793","1",161118082,161125812,1,"protein_coding","NIT1","nitrilase 1 [Source:HGNC Symbol;Acc:HGNC:7828]"
"ENSG00000158796","ENSG00000158796","1",161120957,161133280,-1,"protein_coding","DEDD","death effector domain containing [Source:HGNC Symbol;Acc:HGNC:2755]"
"ENSG00000158805","ENSG00000158805","16",89720400,89740925,1,"protein_coding","ZNF276","zinc finger protein 276 [Source:HGNC Symbol;Acc:HGNC:23330]"
"ENSG00000158806","ENSG00000158806","8",22024081,22036897,1,"protein_coding","NPM2","nucleophosmin/nucleoplasmin 2 [Source:HGNC Symbol;Acc:HGNC:7930]"
"ENSG00000158813","ENSG00000158813","X",69616067,70039472,1,"protein_coding","EDA","ectodysplasin A [Source:HGNC Symbol;Acc:HGNC:3157]"
"ENSG00000158815","ENSG00000158815","8",22042388,22048809,1,"protein_coding","FGF17","fibroblast growth factor 17 [Source:HGNC Symbol;Acc:HGNC:3673]"
"ENSG00000158816","ENSG00000158816","1",20290875,20359534,1,"protein_coding","VWA5B1","von Willebrand factor A domain containing 5B1 [Source:HGNC Symbol;Acc:HGNC:26538]"
"ENSG00000158825","ENSG00000158825","1",20588898,20618913,1,"protein_coding","CDA","cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:1712]"
"ENSG00000158828","ENSG00000158828","1",20633436,20652231,1,"protein_coding","PINK1","PTEN induced kinase 1 [Source:HGNC Symbol;Acc:HGNC:14581]"
"ENSG00000158850","ENSG00000158850","1",161171304,161178652,-1,"protein_coding","B4GALT3","beta-1,4-galactosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:926]"
"ENSG00000158856","ENSG00000158856","8",22048995,22082527,1,"protein_coding","DMTN","dematin actin binding protein [Source:HGNC Symbol;Acc:HGNC:3382]"
"ENSG00000158859","ENSG00000158859","1",161184302,161200509,-1,"protein_coding","ADAMTS4","ADAM metallopeptidase with thrombospondin type 1 motif 4 [Source:HGNC Symbol;Acc:HGNC:220]"
"ENSG00000158863","ENSG00000158863","8",22089139,22104911,1,"protein_coding","FHIP2B","FHF complex subunit HOOK interacting protein 2B [Source:HGNC Symbol;Acc:HGNC:16492]"
"ENSG00000158864","ENSG00000158864","1",161197104,161214723,1,"protein_coding","NDUFS2","NADH:ubiquinone oxidoreductase core subunit S2 [Source:HGNC Symbol;Acc:HGNC:7708]"
"ENSG00000158865","ENSG00000158865","16",24845841,24911628,1,"protein_coding","SLC5A11","solute carrier family 5 member 11 [Source:HGNC Symbol;Acc:HGNC:23091]"
"ENSG00000158869","ENSG00000158869","1",161215175,161220709,1,"protein_coding","FCER1G","Fc epsilon receptor Ig [Source:HGNC Symbol;Acc:HGNC:3611]"
"ENSG00000158874","ENSG00000158874","1",161222290,161227266,-1,"protein_coding","APOA2","apolipoprotein A2 [Source:HGNC Symbol;Acc:HGNC:601]"
"ENSG00000158882","ENSG00000158882","1",161225939,161233755,1,"protein_coding","TOMM40L","translocase of outer mitochondrial membrane 40 like [Source:HGNC Symbol;Acc:HGNC:25756]"
"ENSG00000158887","ENSG00000158887","1",161304735,161309974,-1,"protein_coding","MPZ","myelin protein zero [Source:HGNC Symbol;Acc:HGNC:7225]"
"ENSG00000158901","ENSG00000158901","20",45551153,45579326,-1,"protein_coding","WFDC8","WAP four-disulfide core domain 8 [Source:HGNC Symbol;Acc:HGNC:16163]"
"ENSG00000158941","ENSG00000158941","8",22604629,22620964,1,"protein_coding","CCAR2","cell cycle and apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:23360]"
"ENSG00000158955","ENSG00000158955","17",46833201,46886730,1,"protein_coding","WNT9B","Wnt family member 9B [Source:HGNC Symbol;Acc:HGNC:12779]"
"ENSG00000158966","ENSG00000158966","1",64469765,64693058,1,"protein_coding","CACHD1","cache domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29314]"
"ENSG00000158985","ENSG00000158985","5",131245493,131398447,1,"protein_coding","CDC42SE2","CDC42 small effector 2 [Source:HGNC Symbol;Acc:HGNC:18547]"
"ENSG00000158987","ENSG00000158987","5",131423858,131635272,-1,"protein_coding","RAPGEF6","Rap guanine nucleotide exchange factor 6 [Source:HGNC Symbol;Acc:HGNC:20655]"
"ENSG00000159023","ENSG00000159023","1",28887073,29120052,1,"protein_coding","EPB41","erythrocyte membrane protein band 4.1 [Source:HGNC Symbol;Acc:HGNC:3377]"
"ENSG00000159055","ENSG00000159055","21",32268221,32279098,-1,"protein_coding","MIS18A","MIS18 kinetochore protein A [Source:HGNC Symbol;Acc:HGNC:1286]"
"ENSG00000159063","ENSG00000159063","11",78095244,78139660,-1,"protein_coding","ALG8","ALG8 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23161]"
"ENSG00000159069","ENSG00000159069","9",136938431,136950122,-1,"protein_coding","FBXW5","F-box and WD repeat domain containing 5 [Source:HGNC Symbol;Acc:HGNC:13613]"
"ENSG00000159079","ENSG00000159079","21",32592074,32612881,-1,"protein_coding","CFAP298","cilia and flagella associated protein 298 [Source:HGNC Symbol;Acc:HGNC:1301]"
"ENSG00000159082","ENSG00000159082","21",32628756,32728395,-1,"protein_coding","SYNJ1","synaptojanin 1 [Source:HGNC Symbol;Acc:HGNC:11503]"
"ENSG00000159086","ENSG00000159086","21",32733899,32771854,-1,"protein_coding","PAXBP1","PAX3 and PAX7 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13579]"
"ENSG00000159110","ENSG00000159110","21",33205282,33265675,1,"protein_coding","IFNAR2","interferon alpha and beta receptor subunit 2 [Source:HGNC Symbol;Acc:HGNC:5433]"
"ENSG00000159111","ENSG00000159111","17",47823272,47831545,-1,"protein_coding","MRPL10","mitochondrial ribosomal protein L10 [Source:HGNC Symbol;Acc:HGNC:14055]"
"ENSG00000159128","ENSG00000159128","21",33403205,33479348,1,"protein_coding","IFNGR2","interferon gamma receptor 2 [Source:HGNC Symbol;Acc:HGNC:5440]"
"ENSG00000159131","ENSG00000159131","21",33498517,33543524,-1,"protein_coding","GART","phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]"
"ENSG00000159140","ENSG00000159140","21",33542214,33577481,1,"protein_coding","SON","SON DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11183]"
"ENSG00000159147","ENSG00000159147","21",33559542,33589015,-1,"protein_coding","DONSON","DNA replication fork stabilization factor DONSON [Source:HGNC Symbol;Acc:HGNC:2993]"
"ENSG00000159164","ENSG00000159164","1",149903318,149918572,-1,"protein_coding","SV2A","synaptic vesicle glycoprotein 2A [Source:HGNC Symbol;Acc:HGNC:20566]"
"ENSG00000159166","ENSG00000159166","1",201380212,201399915,-1,"protein_coding","LAD1","ladinin 1 [Source:HGNC Symbol;Acc:HGNC:6472]"
"ENSG00000159167","ENSG00000159167","8",23841929,23854815,-1,"protein_coding","STC1","stanniocalcin 1 [Source:HGNC Symbol;Acc:HGNC:11373]"
"ENSG00000159173","ENSG00000159173","1",201403784,201429866,-1,"protein_coding","TNNI1","troponin I1, slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11945]"
